snapshot_id,market_id,source,snapshot_ts,outcome,price,implied_prob,volume,liquidity,raw
245,manifold:0SsZcRUz6n,manifold,1762626141,YES,0.4154338904931417,0.4154338904931417,316.0,316.0,"{""id"": ""0SsZcRUz6n"", ""creatorId"": ""GafKInOhxQXMaFQAlcWaY3vdIoZ2"", ""creatorUsername"": ""JaundicedBaboon"", ""creatorName"": ""Jaundiced Baboon"", ""createdTime"": 1762359499675, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJLeJmQSjR41TC5-jzUMRPyrHztjGjbVuTHUmW6OqRGa31KgA=s96-c"", ""closeTime"": 1767247140000, ""question"": ""Will Gemini 3.0 Pro exceed 80% on SWE-Bench verified?"", ""slug"": ""will-gemini-30-pro-exceed-80-on-swe"", ""url"": ""https://manifold.markets/JaundicedBaboon/will-gemini-30-pro-exceed-80-on-swe"", ""pool"": {""NO"": 843.0127531633743, ""YES"": 1186.2216748768474}, ""probability"": 0.4154338904931417, ""p"": 0.5000000000000001, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 316, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762473263213, ""lastBetTime"": 1762473263213, ""lastCommentTime"": 1762469802201}"
246,manifold:0SsZcRUz6n,manifold,1762626141,NO,0.5845661095068583,0.5845661095068583,316.0,316.0,"{""id"": ""0SsZcRUz6n"", ""creatorId"": ""GafKInOhxQXMaFQAlcWaY3vdIoZ2"", ""creatorUsername"": ""JaundicedBaboon"", ""creatorName"": ""Jaundiced Baboon"", ""createdTime"": 1762359499675, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJLeJmQSjR41TC5-jzUMRPyrHztjGjbVuTHUmW6OqRGa31KgA=s96-c"", ""closeTime"": 1767247140000, ""question"": ""Will Gemini 3.0 Pro exceed 80% on SWE-Bench verified?"", ""slug"": ""will-gemini-30-pro-exceed-80-on-swe"", ""url"": ""https://manifold.markets/JaundicedBaboon/will-gemini-30-pro-exceed-80-on-swe"", ""pool"": {""NO"": 843.0127531633743, ""YES"": 1186.2216748768474}, ""probability"": 0.4154338904931417, ""p"": 0.5000000000000001, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 316, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762473263213, ""lastBetTime"": 1762473263213, ""lastCommentTime"": 1762469802201}"
243,manifold:9Lld5A5EzO,manifold,1762626132,YES,0.24205469175934308,0.24205469175934308,125.0,125.0,"{""id"": ""9Lld5A5EzO"", ""creatorId"": ""GafKInOhxQXMaFQAlcWaY3vdIoZ2"", ""creatorUsername"": ""JaundicedBaboon"", ""creatorName"": ""Jaundiced Baboon"", ""createdTime"": 1762360579747, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJLeJmQSjR41TC5-jzUMRPyrHztjGjbVuTHUmW6OqRGa31KgA=s96-c"", ""closeTime"": 1798783140000, ""question"": ""Will Claude Opus 4.5 exceed 80% on SWE-Bench verified?"", ""slug"": ""will-claude-opus-45-exceed-80-on-sw"", ""url"": ""https://manifold.markets/JaundicedBaboon/will-claude-opus-45-exceed-80-on-sw"", ""pool"": {""NO"": 56.51162790697674, ""YES"": 176.95473251028798}, ""probability"": 0.24205469175934308, ""p"": 0.49999999999999983, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 125, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762367885182, ""lastBetTime"": 1762367885182, ""lastCommentTime"": 1762366197118}"
244,manifold:9Lld5A5EzO,manifold,1762626132,NO,0.7579453082406569,0.7579453082406569,125.0,125.0,"{""id"": ""9Lld5A5EzO"", ""creatorId"": ""GafKInOhxQXMaFQAlcWaY3vdIoZ2"", ""creatorUsername"": ""JaundicedBaboon"", ""creatorName"": ""Jaundiced Baboon"", ""createdTime"": 1762360579747, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJLeJmQSjR41TC5-jzUMRPyrHztjGjbVuTHUmW6OqRGa31KgA=s96-c"", ""closeTime"": 1798783140000, ""question"": ""Will Claude Opus 4.5 exceed 80% on SWE-Bench verified?"", ""slug"": ""will-claude-opus-45-exceed-80-on-sw"", ""url"": ""https://manifold.markets/JaundicedBaboon/will-claude-opus-45-exceed-80-on-sw"", ""pool"": {""NO"": 56.51162790697674, ""YES"": 176.95473251028798}, ""probability"": 0.24205469175934308, ""p"": 0.49999999999999983, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 125, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762367885182, ""lastBetTime"": 1762367885182, ""lastCommentTime"": 1762366197118}"
241,manifold:nh9nNEI6R0,manifold,1762626074,YES,0.5617100951786554,0.5617100951786554,25.0,25.0,"{""id"": ""nh9nNEI6R0"", ""creatorId"": ""krCVG3NICjMBTShuh2qFBfxjJh53"", ""creatorUsername"": ""Tomoffer"", ""creatorName"": ""Tom Offer"", ""createdTime"": 1762364378596, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AGNmyxYixst_qSqIc7yL9LzODpTkqwwZD_6YEFduz-Up=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Will the UK's FTSE 100 end 2025 above 10,000?"", ""slug"": ""will-the-uks-ftse-100-end-2025-abov-RN559qQgZq"", ""url"": ""https://manifold.markets/Tomoffer/will-the-uks-ftse-100-end-2025-abov-RN559qQgZq"", ""pool"": {""NO"": 113.20754716981138, ""YES"": 88.33333333333333}, ""probability"": 0.5617100951786554, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 25, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762366376108, ""lastBetTime"": 1762366376108}"
242,manifold:nh9nNEI6R0,manifold,1762626074,NO,0.43828990482134456,0.43828990482134456,25.0,25.0,"{""id"": ""nh9nNEI6R0"", ""creatorId"": ""krCVG3NICjMBTShuh2qFBfxjJh53"", ""creatorUsername"": ""Tomoffer"", ""creatorName"": ""Tom Offer"", ""createdTime"": 1762364378596, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AGNmyxYixst_qSqIc7yL9LzODpTkqwwZD_6YEFduz-Up=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Will the UK's FTSE 100 end 2025 above 10,000?"", ""slug"": ""will-the-uks-ftse-100-end-2025-abov-RN559qQgZq"", ""url"": ""https://manifold.markets/Tomoffer/will-the-uks-ftse-100-end-2025-abov-RN559qQgZq"", ""pool"": {""NO"": 113.20754716981138, ""YES"": 88.33333333333333}, ""probability"": 0.5617100951786554, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 25, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762366376108, ""lastBetTime"": 1762366376108}"
239,manifold:RZEOu0zd6O,manifold,1762626060,YES,0.06184046548059974,0.06184046548059974,900.6701527881805,900.6701527881805,"{""id"": ""RZEOu0zd6O"", ""creatorId"": ""cA1JupYR5AR8btHUs2xvkui7jA93"", ""creatorUsername"": ""Gen"", ""creatorName"": ""Genzy"", ""createdTime"": 1762366420575, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FTodWaddington%2FHiYzxYf-w5.png?alt=media&token=eb5b9c77-b2f2-410e-9bad-76d96081176f"", ""closeTime"": 1893455940000, ""question"": ""SpaceX and XAI worth combined $20 trillion by 2030?"", ""slug"": ""spacex-and-xai-worth-combined-30-tr"", ""url"": ""https://manifold.markets/Gen/spacex-and-xai-worth-combined-30-tr"", ""pool"": {""NO"": 25.674265420323636, ""YES"": 389.4950775138437}, ""probability"": 0.06184046548059974, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 900.6701527881805, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762467697185, ""lastBetTime"": 1762467697185, ""lastCommentTime"": 1762436523217}"
240,manifold:RZEOu0zd6O,manifold,1762626060,NO,0.9381595345194003,0.9381595345194003,900.6701527881805,900.6701527881805,"{""id"": ""RZEOu0zd6O"", ""creatorId"": ""cA1JupYR5AR8btHUs2xvkui7jA93"", ""creatorUsername"": ""Gen"", ""creatorName"": ""Genzy"", ""createdTime"": 1762366420575, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FTodWaddington%2FHiYzxYf-w5.png?alt=media&token=eb5b9c77-b2f2-410e-9bad-76d96081176f"", ""closeTime"": 1893455940000, ""question"": ""SpaceX and XAI worth combined $20 trillion by 2030?"", ""slug"": ""spacex-and-xai-worth-combined-30-tr"", ""url"": ""https://manifold.markets/Gen/spacex-and-xai-worth-combined-30-tr"", ""pool"": {""NO"": 25.674265420323636, ""YES"": 389.4950775138437}, ""probability"": 0.06184046548059974, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 900.6701527881805, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762467697185, ""lastBetTime"": 1762467697185, ""lastCommentTime"": 1762436523217}"
237,manifold:0n8qcIOdcy,manifold,1762626051,YES,0.5,0.5,0.0,0.0,"{""id"": ""0n8qcIOdcy"", ""creatorId"": ""zqqoeuJniWPIhVuAEnS1oTE4S5t1"", ""creatorUsername"": ""KasandraOlson"", ""creatorName"": ""Kasandra Olson"", ""createdTime"": 1762367359495, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJfJxk_nkR_q95gCYsJIGUlPZ5bdOlnvHSHeyM9_dB9DSZORo_E=s96-c"", ""closeTime"": 1765756740000, ""question"": ""Anthropic publishes research on Claude self-reflection and AGI alignment before December 15, 2025"", ""slug"": ""anthropic-publishes-research-on-cla"", ""url"": ""https://manifold.markets/KasandraOlson/anthropic-publishes-research-on-cla"", ""pool"": {""NO"": 100, ""YES"": 100}, ""probability"": 0.5, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 0, ""lastUpdatedTime"": 1762367359533}"
238,manifold:0n8qcIOdcy,manifold,1762626051,NO,0.5,0.5,0.0,0.0,"{""id"": ""0n8qcIOdcy"", ""creatorId"": ""zqqoeuJniWPIhVuAEnS1oTE4S5t1"", ""creatorUsername"": ""KasandraOlson"", ""creatorName"": ""Kasandra Olson"", ""createdTime"": 1762367359495, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJfJxk_nkR_q95gCYsJIGUlPZ5bdOlnvHSHeyM9_dB9DSZORo_E=s96-c"", ""closeTime"": 1765756740000, ""question"": ""Anthropic publishes research on Claude self-reflection and AGI alignment before December 15, 2025"", ""slug"": ""anthropic-publishes-research-on-cla"", ""url"": ""https://manifold.markets/KasandraOlson/anthropic-publishes-research-on-cla"", ""pool"": {""NO"": 100, ""YES"": 100}, ""probability"": 0.5, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 0, ""lastUpdatedTime"": 1762367359533}"
235,manifold:2qCUzAuzuz,manifold,1762626038,YES,0.44249735605394536,0.44249735605394536,210.0,210.0,"{""id"": ""2qCUzAuzuz"", ""creatorId"": ""1JGp2WQgojSQx6Q4VyV1Wdyg4r72"", ""creatorUsername"": ""RyanTyznar"", ""creatorName"": ""Ryan Tyznar"", ""createdTime"": 1762369767153, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FRyanTyznar%2FRZssNJOM2d.webp?alt=media&token=130489a9-6b67-4902-931a-06c51509a933"", ""closeTime"": 1767225540000, ""question"": ""New Glenn Successful 1st stage landing on 2nd flight?"", ""slug"": ""new-glenn-successful-1st-stage-land"", ""url"": ""https://manifold.markets/RyanTyznar/new-glenn-successful-1st-stage-land"", ""pool"": {""NO"": 710.3134774798846, ""YES"": 922.3809523809523}, ""probability"": 0.44249735605394536, ""p"": 0.507554218155979, ""totalLiquidity"": 810, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 210, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762455007300, ""lastBetTime"": 1762455007300, ""lastCommentTime"": 1762439197056}"
